               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12113,           0.0095291,            0.046001,            0.032562,            0.041667,           0.0096731,           0.0015123,             0.13239,           0.0073176,              0.0478,             0.00015,             0.00015,             0.09865
                   1,             0.12348,           0.0094964,            0.045896,            0.013687,            0.072917,           0.0077704,           0.0013776,             0.13169,           0.0074642,            0.047199,           0.0001705,           0.0001705,            0.097071
